DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2641904,1,4,1,70,2,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,3,63,166.760.073.835.175
2641906,1,2,1,70,2,10,48,4,,2,10,4,,1,1,,,,,,,,,,1,,2,,2,54,54,74,1,1,7493,3,63,172.719.488.712.977
2641907,1,2,1,70,2,44,48,4,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,54,54,55,1,2,5511,3,63,198.965.904.243.144
2641909,1,1,1,70,2,17,48,4,,2,17,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,117,3,63,15.820.533.639.809
2641917,1,5,1,70,2,4,45,4,,2,5,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,111,3,63,18.574.268.737.313
2641920,1,4,1,70,2,3,45,8,,2,3,8,,3,5,,,,,,,,,,1,,1,280000,2,62,62,1,1,1,111,3,63,136.175.614.647.464
2641920,1,7,1,70,2,24,48,3,,2,104,3,,1,5,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,3,63,136.175.614.647.464
2641925,1,2,1,70,2,12,40,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,3,63,152.984.672.512.886
2641927,1,2,1,70,2,60,48,1,,2,54,4,,1,5,,,,,,,,,,1,,2,,2,33,45,74,1,2,7499,3,63,1.444.299.350.758
2645049,1,11,1,70,2,30,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,3,19,704.707.938.472.141
2645057,1,3,1,70,2,75,40,1,,2,75,2,,8,1,,,,,,,,,,1,,2,,2,59,39,75,1,2,7512,3,19,417.746.382.966.671
2645092,1,2,1,70,2,6,40,1,,2,6,1,,7,1,,,,,,,,1,,,,2,,2,55,55,91,1,1,9199,3,19,991.770.261.341.529
2645095,1,3,1,70,2,12,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,3,19,112.873.470.069.544
2645128,1,4,1,70,2,12,40,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,19,672.812.734.425.326
2647274,1,1,1,70,2,4,60,8,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,118,3,73,177.066.542.527.617
2647275,1,1,1,70,2,24,48,8,,2,24,8,,3,2,,,,,,,,,,1,,2,,2,62,62,1,1,2,117,3,73,142.274.233.109.312
2647281,1,2,1,70,2,4,60,1,,2,12,3,,1,7,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,3,73,151.136.854.362.783
2647309,1,2,1,70,2,40,36,1,,2,288,4,,2,2,,,,,,,,,,1,,2,,2,56,77,55,1,2,5529,3,73,228.479.193.352.447
2647309,1,4,1,70,2,32,32,1,,2,32,1,,3,2,,,,,,,,,,1,,2,,2,45,53,55,1,2,5521,3,73,228.479.193.352.447
2647313,1,2,1,70,2,2,9,4,,2,2,4,,1,1,,,,,,,,,,1,,1,20000,2,56,56,93,1,1,9301,3,73,123.887.563.701.005
2647316,1,4,1,70,2,1,60,8,,2,1,8,,3,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,3,73,130.235.049.152.499
2647339,1,1,1,70,2,3,54,8,,2,3,8,,3,1,,,,,,,,,,1,,1,200000,2,62,62,1,1,1,111,3,73,997.010.669.710.676
2648097,1,7,1,70,2,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5211,3,15,328.083.789.619.917
2648098,1,4,1,70,2,100,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,3,15,308.087.617.358.943
2648225,1,1,1,70,2,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,1,300000,2,98,36,60,1,1,6022,3,15,503.941.293.038.312
2648226,1,2,1,70,2,12,48,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,3,15,190.185.120.588.133
2648226,1,3,1,70,2,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,15,190.185.120.588.133
2648233,1,3,1,70,2,9,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,3,15,247.040.371.227.879
2648234,1,3,1,70,2,4,40,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,15,270.279.016.513.507
2648235,1,3,1,70,2,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,3,15,285.514.093.110.626
2648337,1,3,1,70,2,12,50,2,,2,1,2,,5,4,,,,,,,,,,1,,2,,2,13,13,80,1,1,8046,3,68,783.705.198.511.296
2648339,1,1,1,70,2,2,70,4,,2,2,4,,2,1,,,,,,,,,,1,,1,200000,2,61,61,1,1,1,130,3,68,77.051.266.096.354
2648380,1,1,1,70,2,56,40,4,,2,56,4,,1,2,,,,,,,,,,1,,2,,2,51,41,52,1,2,5223,3,68,916.256.373.316.771
2648394,1,2,1,70,2,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,3,15,532.216.016.862.364
2648400,1,1,1,70,2,12,48,1,,2,16,1,,6,1,,,,,,,,,,1,,2,,2,98,71,10,1,1,1010,3,15,725.191.125.611.353
2648402,1,1,1,70,2,4,50,1,,2,16,1,,4,1,,,,,,,,,,1,,2,,2,71,71,10,1,1,1010,3,15,955.694.709.709.584
2648417,1,2,1,70,2,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,3,15,532.216.016.862.364
2648433,1,4,1,70,2,4,40,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,71,95,45,1,1,4530,3,15,786.067.482.288.533
2648456,1,3,1,70,2,2,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,3,15,863.608.348.209.463
2648471,1,2,1,70,2,8,40,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,15,745.586.469.489.051
2648490,1,2,1,70,2,20,40,3,,2,144,1,,2,1,,,,,,,,,,1,,2,,2,54,92,1,1,2,116,3,15,781.862.922.248.586
2648492,1,2,1,70,2,1,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,89,,,1,1,,3,15,101.475.001.691.375
2648555,1,2,1,70,2,3,48,3,,2,8,3,,1,1,,,,,,,,1,,,,2,,2,54,54,95,1,1,9500,3,15,559.731.616.742.566
2648562,1,3,1,70,2,12,40,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,55,54,95,1,1,9500,3,15,355.376.346.492.805
2648749,1,7,1,70,2,3,45,8,,2,3,8,,2,3,,,,,1,,,,,,,1,300000,2,62,62,1,1,1,121,3,50,104.827.842.675.819
2648779,1,1,1,70,2,8,48,8,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,3,50,115.453.857.773.153
2648824,1,3,1,70,2,2,40,8,,2,3,8,,2,5,,,,,,,,,,1,,1,150000,2,62,62,1,1,1,121,3,50,614.125.976.236.264
2648840,1,5,1,70,2,2,40,4,,2,208,4,,9,1,,,,,,,,,,1,,2,,2,39,39,85,1,1,8532,3,50,775.134.161.910.492
2648844,1,1,1,70,2,2,45,8,,2,2,8,,3,1,,,,,,,,,,1,,1,600000,2,62,62,1,1,1,115,3,50,843.102.669.113.871
2648883,1,1,1,70,2,8,10,5,,2,8,5,,2,9,SOLO VINCULADA AL SISBEN,,,,,,,,,1,,1,160000,2,41,41,52,1,1,5223,3,50,868.308.124.147.729
2648912,1,1,1,70,2,12,48,8,,2,12,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,118,3,50,14.430.637.999.373
2649459,1,7,1,70,2,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,13,271.811.599.233.712
2649486,1,5,1,70,2,30,48,4,,2,36,4,,2,4,,,,,,,,,,1,,2,,2,98,98,61,1,2,6111,3,13,127.880.430.755.335
2649499,1,1,1,70,2,3,6,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,3,13,140.411.670.247.017
2649539,1,2,1,70,2,4,56,8,,2,10,8,,4,8,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,3,13,195.484.914.886.532
2649597,1,5,1,70,2,15,48,1,,2,119,1,,5,3,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,3,13,408.921.330.337.344
2649642,1,1,1,70,2,4,40,1,,2,48,4,,2,2,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,3,13,440.373.412.942.058
2650210,1,4,1,70,2,56,40,1,,2,56,1,,4,1,,,,,,,,,,1,,2,,2,39,79,18,1,2,1810,3,76,135.680.373.570.955
2650227,1,3,1,70,2,16,48,1,,2,54,1,,2,2,,,,,,,,,,1,,2,,2,33,45,52,1,2,5211,3,76,542.721.494.283.819
2650366,1,2,1,70,2,4,51,3,,2,8,8,,2,8,,,,,,,,,,1,,2,,2,54,62,1,1,1,114,3,76,74.964.698.760.178
2653680,1,1,1,70,2,18,70,1,,2,18,1,,3,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,122,3,47,11.022.326.047.492
2653682,1,2,1,70,2,12,40,1,,2,12,8,,1,6,,,,,,1,,,,,,2,,2,62,62,1,1,1,121,3,47,107.059.672.819.956
2653694,1,5,1,70,2,20,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,57,,,1,2,,3,47,833.563.859.980.439
2653720,1,3,1,70,2,12,30,2,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,3,47,14.061.061.681.827
2653800,1,1,1,70,2,8,48,2,,2,200,4,,1,1,,,,,,,,,,1,,2,,2,58,41,52,1,1,5239,3,47,10.950.136.708.462
2653808,1,4,1,70,2,20,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,3,47,135.540.572.851.345
2653808,1,5,1,70,2,24,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,3,47,135.540.572.851.345
2653811,1,3,1,70,2,40,48,2,,2,48,2,,9,9,TIENE HOJA  DE SISBEN,,,,,,,,,1,,2,,2,32,32,75,1,2,7512,3,47,881.931.345.931.263
2653827,1,4,1,70,2,7,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,1,,3,47,154.833.899.797.711
2653834,1,3,1,70,2,48,48,4,,2,89,4,,1,2,,,,,,,,,,1,,2,,2,41,41,52,1,2,5222,3,47,101.878.233.377.222
2654007,1,1,1,70,2,1,48,8,,2,1,8,,3,1,,,,,,,,,,1,,1,200000,2,62,62,1,1,1,121,3,17,236.362.332.492.387
2654008,1,4,1,70,2,3,50,1,,2,3,1,,4,1,,,,,,,,,,1,,1,420000,2,45,45,25,1,1,2529,3,17,192.310.689.023.973
2654055,1,1,1,70,2,8,48,1,,2,8,1,,6,1,,,,,1,,,,,,,1,200000,2,97,84,45,1,1,4530,3,17,16.409.405.743.357
2654055,1,6,1,70,2,2,48,8,,2,4,8,,3,1,,,,,1,,,,,,,1,100000,2,71,71,13,1,1,1320,3,17,16.409.405.743.357
2654066,1,3,1,70,2,18,48,2,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,3,17,889.750.161.497.121
2654067,1,1,1,70,2,48,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,45,54,85,1,2,8532,3,17,118.752.954.386.473
2654071,1,2,1,70,2,4,48,4,,2,4,1,,9,1,,,,,,,,,,1,,1,200000,2,55,41,51,1,1,5155,3,17,243.553.617.955.744
2654074,1,2,1,70,2,8,60,8,,2,8,8,,5,8,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,3,17,165.093.448.869.129
2654077,1,1,1,70,2,2,48,8,,2,2,8,,4,1,,,,,,,,,,1,,1,600000,2,62,62,1,1,1,121,3,17,247.679.350.924.627
2654129,1,2,1,70,2,16,70,1,,1,,,.,,,.,.,,,,,,,,,.,,,,95,,,1,2,,3,17,188.324.015.497.022
2654135,1,3,1,70,2,12,60,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,3,17,180.737.734.924.753
2654146,1,2,1,70,2,6,84,1,,2,7,1,,4,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,3,17,252.429.422.161.746
2654196,1,7,1,70,2,8,48,1,,2,14,1,,6,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,3,17,183.491.243.246.925
2654214,1,1,1,70,2,1,54,8,,2,1,8,,4,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,3,17,251.146.286.554.384
2654259,1,1,1,70,2,4,50,8,,2,4,8,,2,1,,,,,,,,,,1,,1,384000,2,62,62,1,1,1,121,3,5,233.727.057.215.576
2654286,1,1,1,70,2,11,48,2,,2,15,2,,9,2,,,,,,,,,,1,,2,,2,13,13,80,1,1,8012,3,5,129.419.243.808.378
2654431,1,5,1,70,2,2,40,3,,2,12,1,,5,4,,,,,,,,,,1,,1,100000,2,54,80,19,1,1,1921,3,41,111.965.012.266.765
2654434,1,2,1,70,2,4,40,1,,2,104,8,,3,2,,,,,,,,1,,,,2,,2,53,62,1,1,1,122,3,41,127.715.194.857.186
2654453,1,1,1,70,2,4,48,1,,2,4,1,,9,1,,,,1,,,,,,,,1,1300000,2,84,84,74,1,1,7421,3,41,13.726.998.426.007
2654453,1,4,1,70,2,4,48,1,,2,4,1,,9,4,,,,,,,,,,1,,1,1200000,2,97,97,74,1,1,7421,3,41,13.726.998.426.007
