DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
617189,1,2,70,2,48,1,,2,3,1,,8,1,,,,,,,,,,1,,1,600000,2,2,1,89,97,2692,26,25,760.143.787.732.586
617190,1,2,70,8,48,1,,2,180,1,,3,6,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,25,910.530.077.891.024
617232,1,5,70,32,48,1,,2,33,1,,4,8,,,,,,,,,,1,,2,,2,2,1,95,89,2692,26,25,683.454.219.333.321
617259,1,1,70,2,105,4,,2,2,1,,2,1,,,,,,,,,,1,,1,140000,2,2,1,54,53,5521,55,25,462.464.137.982.757
617259,1,2,70,28,84,1,,2,84,1,,2,1,,,,,,,,,,1,,2,,2,2,1,97,95,4521,45,25,462.464.137.982.757
617259,1,3,70,20,42,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,8532,85,25,462.464.137.982.757
617263,1,2,70,3,3,8,,2,3,8,,4,9,HOJA SISBEN,,,,,,,,,1,,1,70000,2,2,1,62,62,118,1,25,548.258.125.469.619
618093,1,1,70,10,48,1,,2,10,4,,1,4,,,,,,,,,,1,,2,,2,2,1,54,45,1530,15,63,711.216.349.850.646
618709,1,1,70,120,48,4,,2,144,2,,9,9,REGIMEN CONTRIVUTIVO LE DESCUENTAN DE LA PENSION,,,,,,,,1,,YA ESTA PENSIONADO,2,,2,2,1,45,53,6411,64,63,853.893.349.501.034
619541,1,2,70,8,45,8,,2,7,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,111,1,18,10.518.478.793.321
619541,1,3,70,12,45,8,,2,8,4,,2,1,,,,,,,,,,1,,2,,2,2,1,62,61,111,1,18,10.518.478.793.321
620271,1,2,70,16,48,1,,2,16,1,,4,4,,,,,,,,,,1,,2,,2,2,1,5,60,121,1,63,74.857.091.096.673
620273,1,1,70,12,48,2,,2,12,2,,9,1,,,,,1,,,,,,,2,,2,2,1,39,20,7512,75,63,67.132.557.599.899
620279,1,3,70,3,45,4,,2,3,4,,1,8,,,,,,,,,,1,,1,45000,2,2,1,61,61,111,1,63,768.577.802.078.508
620279,1,4,70,3,45,4,,2,3,4,,1,8,,,,,,,,,,1,,1,60000,2,2,1,61,81,3611,36,63,768.577.802.078.508
620286,1,5,70,156,45,8,,2,156,4,,1,1,,,,,,,,,,1,,2,,2,2,1,62,61,111,1,63,688.528.857.214.551
620304,1,2,70,2,48,8,,2,4,8,,3,1,,,,,,,,,,1,,2,,2,2,1,17,62,121,1,63,8.453.387.553.589
620326,1,4,70,12,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,63,694.806.175.731.685
620326,1,5,70,24,48,3,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,8532,85,63,694.806.175.731.685
623625,1,3,70,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,53,,,,25,202.502.864.839.969
623626,1,3,70,48,48,2,,2,468,2,,9,1,,,,,,,,,,1,,2,,2,2,1,6,31,7513,75,25,148.367.840.637.057
623633,1,3,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,53,,,,25,284.210.085.561.414
623635,1,1,70,52,48,1,,2,250,1,,7,2,,,,,,,,,,1,,2,,2,2,1,98,39,7512,75,25,26.666.999.003.968
623654,1,2,70,12,48,1,,2,12,3,,2,1,,,,,,,,,,1,,2,,2,2,1,97,54,9500,95,25,534.857.867.431.533
623656,1,2,70,20,48,3,,2,20,3,,1,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,25,787.247.831.859.403
623667,1,3,70,48,48,1,,2,1,1,,3,1,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,25,180.557.369.552.777
623682,1,3,70,48,48,1,,2,48,1,,8,4,,,,,,,,,,1,,2,,2,2,1,97,97,2693,26,25,215.625.972.790.766
623682,1,5,70,20,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,25,215.625.972.790.766
623733,1,4,70,24,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,25,257.129.189.328.888
623741,1,5,70,10,40,8,,2,36,3,,1,4,,,,,,,,,,1,,2,,2,2,1,62,54,9500,95,25,243.685.080.315.642
626304,1,3,70,11,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,59,,,,63,131.652.229.996.178
626324,1,3,70,4,48,1,,2,12,1,,7,1,,,,,,,,,,1,,2,,2,2,1,58,81,3699,36,63,167.694.719.587.662
626536,1,7,70,16,55,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,2,1,59,55,8511,85,66,100.359.729.753.832
626539,1,3,70,8,70,1,,2,8,1,,9,8,,,,,,,,,,1,,2,,2,2,1,55,55,8511,85,66,120.716.189.233.969
626540,1,2,70,24,48,1,,2,12,1,,4,1,,,,,,,,1,,,,2,,2,2,1,55,45,5233,52,66,131.947.746.085.289
626555,1,3,70,20,48,1,,2,32,4,,2,2,,,,,,,,,,1,,2,,2,2,1,45,41,5222,52,66,106.672.861.039.962
628509,1,3,70,6,56,3,,2,192,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,13,132.262.464.274.135
628593,1,2,70,52,40,2,,2,24,2,,9,1,,,,,,,,1,,,,2,,2,2,1,55,55,8012,80,13,180.921.180.070.492
628594,1,1,70,104,40,3,,2,576,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,13,129.616.737.032.981
628596,1,2,70,104,40,4,,2,104,1,,2,4,,,,,,,,,,1,,2,,2,2,1,97,97,2693,26,13,129.840.086.129.794
628607,1,2,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,13,151.262.888.629.182
628607,1,3,70,48,40,2,,2,32,1,,2,7,,,,,,,,,,1,,2,,2,2,1,59,54,9500,95,13,151.262.888.629.182
628951,1,1,70,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,118,1,44,995.895.083.604.087
628960,1,2,70,2,48,3,,2,3,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,45,5155,51,44,818.671.830.744.702
629005,1,3,70,8,40,8,,2,8,8,,3,4,,,,,,,,,,1,,2,,2,2,1,62,62,115,1,44,490.897.770.574.956
629005,1,4,70,12,40,8,,2,12,8,,2,4,,,,,,,,,,1,,2,,2,2,1,62,62,116,1,44,490.897.770.574.956
629009,1,4,70,12,40,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,44,130.555.093.430.155
629068,1,2,70,36,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,13,,,,44,103.161.605.832.435
629125,1,2,70,8,48,4,,2,2,1,,5,1,,,,,,,,,,1,,1,150000,2,2,1,95,95,4530,45,44,104.907.096.206.631
629352,1,3,70,4,65,4,,2,12,4,,5,4,,,,,,,,,,1,,2,,2,2,1,95,61,111,1,47,114.771.474.629.505
629397,1,3,70,36,44,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,47,894.295.367.926.365
629397,1,5,70,12,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,47,894.295.367.926.365
629399,1,3,70,20,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,47,543.628.991.602.433
629439,1,3,70,16,40,3,,2,40,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,816.308.607.363.973
629493,1,2,70,4,40,3,,2,4,3,,2,4,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,47,141.878.512.128.391
629494,1,1,70,12,40,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,47,104.033.532.218.677
629511,1,3,70,8,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,7,,,,47,584.625.565.942.082
629876,1,4,70,10,60,1,,2,10,1,,2,4,,,,,,,,,,1,,1,461500,2,2,1,45,97,5239,52,76,13.502.961.668.009
629879,1,2,70,52,50,1,,2,15,4,,1,5,,,,,,,,,,1,,2,,2,2,1,55,56,9301,93,76,258.150.340.060.062
630522,1,4,70,8,48,1,,2,8,8,,4,4,,,,,,,,,,1,,2,,2,2,1,58,62,111,1,5,380.792.315.979.777
630551,1,3,70,20,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,5,394.634.015.982.743
630670,1,3,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,5,274.560.327.753.879
630670,1,5,70,4,48,1,,2,10,1,,9,1,,,,,,,,,,1,,2,,2,2,1,32,33,7414,74,5,274.560.327.753.879
630709,1,1,70,3,50,8,,2,3,8,,1,6,,,,,,,,,,1,,1,400000,2,2,1,62,62,111,1,5,267.458.953.311.943
630979,1,3,70,12,40,2,,2,20,9,FUE CONTRATADO POR UN EMPLEADO,9,4,,,,,,,,,,1,,2,,2,2,1,13,13,8060,80,23,111.905.580.452.799
630982,1,1,70,6,40,8,,2,6,8,,2,4,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,212.123.240.546.932
630984,1,2,70,3,40,4,,2,3,4,,1,4,,,,,,,,,,1,,1,115000,2,2,1,45,62,140,1,23,212.123.240.546.932
630987,1,1,70,4,40,1,,2,4,4,,1,1,,,,,,,,,,1,,1,200000,2,2,1,62,62,118,1,23,122.733.587.544.846
630988,1,5,70,56,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,23,125.313.869.187.372
630988,1,6,70,24,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,23,125.313.869.187.372
630989,1,1,70,3,40,4,,2,3,4,,1,4,,,,,,,,,,1,,1,120000,2,2,1,62,62,140,1,23,199.639.573.604.538
630997,1,1,70,25,48,4,,2,520,1,,3,4,,,,,,,,1,,,,2,,2,2,1,51,45,5233,52,23,254.005.425.689.368
630999,1,1,70,12,42,8,,2,12,8,,3,1,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,23,177.664.956.832.304
631000,1,3,70,2,40,1,,2,2,1,,3,4,,,,,,,,,,1,,1,100000,2,2,1,95,77,1530,15,23,290.363.308.484.934
631002,1,3,70,6,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,23,29.258.752.340.873
631008,1,2,70,36,48,3,,2,102,3,,2,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,23,172.969.994.828.917
631016,1,1,70,12,20,4,,2,16,8,,1,4,,,,,,,,,,1,,2,,2,2,1,62,62,118,1,23,216.299.432.972.022
631016,1,2,70,3,30,8,,2,4,8,,2,1,,,,,,,,,,1,,1,150000,2,2,1,62,62,121,1,23,216.299.432.972.022
631018,1,3,70,4,40,4,,2,2,4,,1,4,,,,,,,,,,1,,1,60000,2,2,1,62,62,140,1,23,331.987.518.363.171
631025,1,2,70,2,20,3,,2,208,1,,2,4,,,,,,,,,,1,,2,,2,2,1,54,45,5233,52,23,115.004.669.130.223
631382,1,1,70,24,48,8,,2,24,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,119,1,44,525.745.020.551.193
631382,1,3,70,74,48,1,,2,12,1,,7,1,,,,,,,,,,1,,2,,2,2,1,59,59,8513,85,44,525.745.020.551.193
631382,1,4,70,74,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,44,525.745.020.551.193
631393,1,1,70,7,48,8,,2,7,8,,3,1,,,,,1,,,1,,,,2,,2,2,1,62,62,115,1,44,952.767.130.146.274
631398,1,1,70,40,40,2,,2,80,2,,9,1,,,,,,,,,,1,,2,,2,2,1,54,54,7530,75,44,851.156.988.368.838
631462,1,1,70,24,56,1,,2,48,8,,4,2,,,,,,,,,,1,,2,,2,2,1,62,62,115,1,44,56.700.248.307.281
631462,1,5,70,28,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,59,,,,44,56.700.248.307.281
631473,1,3,70,24,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,0,,,,44,717.061.688.967.266
631531,1,2,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,44,156.247.632.504.194
631531,1,3,70,2,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,0,,,,44,156.247.632.504.194
631548,1,3,70,48,72,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,44,982.244.775.088.078
631549,1,2,70,4,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,59,,,,44,103.161.605.832.435
631612,1,2,70,52,70,3,,2,52,1,,3,4,,,,,,,,,,1,,2,,2,2,1,54,53,5521,55,44,954.063.265.294.303
631972,1,3,70,12,48,4,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,2,1,62,62,111,1,63,131.101.724.864.705
631974,1,3,70,12,60,4,,2,12,4,,1,4,,,,,,,,,,1,,2,,2,2,1,3,3,7310,73,63,158.691.464.476.201
631974,1,5,70,12,48,4,,2,48,4,,1,4,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,63,158.691.464.476.201
631978,1,7,70,12,48,3,,2,12,3,,1,1,,,,,,,,,,1,,1,200000,2,2,1,54,54,9500,95,63,1.591.372.552.499
632009,1,2,70,258,48,1,,2,258,1,,9,1,,,,,,,,,,1,,2,,2,2,1,45,45,1511,15,66,100.129.013.740.456
632009,1,3,70,7,48,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,2,1,45,45,5233,52,66,100.129.013.740.456
632010,1,3,70,14,60,1,,2,16,1,,4,8,,,,,,,,,,1,,1,30000,2,2,1,95,97,4521,45,66,11.207.732.215.357
632013,1,1,70,4,54,1,,2,4,1,,3,8,,,,,,,,,,1,,1,480000,2,2,1,45,95,4521,45,66,103.073.037.518.135
632013,1,2,70,8,30,4,,2,8,3,,1,4,,,,,,,,,,1,,2,,2,2,1,55,54,9500,95,66,103.073.037.518.135
632112,1,3,70,6,48,3,,2,6,3,,1,1,,,,,,,,,,1,,1,120000,2,2,1,54,54,9500,95,8,141.975.885.044.351
632113,1,3,70,4,48,1,,2,14,4,,1,1,,,,,,,,,,1,,2,,2,2,1,94,94,3699,36,8,186.807.310.648.726
632201,1,2,70,22,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,8,221.407.673.303.441
632227,1,3,70,2,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,59,,,,8,24.488.917.604.897
632436,1,3,70,12,60,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,15,877.477.679.475.083
632480,1,4,70,2,40,8,,2,2,8,,2,1,,,,,,,,1,,,,2,,2,2,1,62,62,118,1,15,103.841.778.561.103
632495,1,3,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,15,906.385.200.597.325
632495,1,4,70,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,7493,74,15,906.385.200.597.325
632501,1,1,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,13,,,,15,106.280.846.953.523
632568,1,3,70,12,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,15,861.714.069.598.009
632591,1,2,70,52,28,1,,2,260,1,,2,1,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,15,130.285.625.597.672
632636,1,2,70,2,24,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,53,,,,15,144.785.895.797.683
632639,1,3,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,15,165.480.998.267.111
632840,1,2,70,10,40,1,,2,10,1,,4,4,,,,,,,,1,,,,2,,2,2,1,97,97,4521,45,23,212.761.746.363.809
632858,1,2,70,5,48,1,,2,104,3,,1,4,,,,,,,,,,1,,2,,2,2,1,45,54,9500,95,23,208.376.386.260.696
632862,1,2,70,52,48,1,,2,104,1,,3,4,,,,,,,,,,1,,2,,2,2,1,53,53,5521,55,23,246.054.356.430.285
632873,1,2,70,1,20,3,,2,104,4,,1,1,,,,,,,,1,,,,2,,2,2,1,54,53,5529,55,23,216.026.758.328.838
632879,1,3,70,4,24,3,,2,8,4,,1,1,,,,,,,,1,,,,2,,2,2,1,54,45,5261,52,23,192.389.540.337.277
632879,2,1,70,4,24,3,,2,3,4,,1,1,,,,,,,,1,,,,1,12000,2,2,1,54,45,5261,52,23,192.389.540.337.277
632880,1,2,70,4,24,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,23,247.878.683.242.811
632948,1,2,70,52,48,3,,2,52,3,,2,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,377.881.102.376.653
632953,1,3,70,24,48,2,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,2,1,32,32,8512,85,52,899.716.910.420.603
632957,1,3,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,377.881.102.376.653
632969,1,2,70,24,48,3,,2,52,3,,2,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,899.716.910.420.603
632971,1,2,70,52,20,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,377.881.102.376.653
632972,1,2,70,52,48,1,,2,60,1,,2,1,,,,,,,,,,1,,2,,2,2,1,75,75,1810,18,52,185.085.779.633.869
632977,1,3,70,12,48,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,2,1,83,83,4521,45,52,377.881.102.376.653
632979,1,3,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,33,,,,52,34.802.808.834.123
632981,1,1,70,8,48,1,,2,8,1,,2,2,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,52,185.085.779.633.869
632981,1,3,70,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,2,1,83,83,4521,45,52,185.085.779.633.869
632981,1,4,70,8,48,1,,2,8,1,,2,8,,,,,,,,,,1,,2,,2,2,1,95,95,4521,45,52,185.085.779.633.869
632982,1,2,70,52,48,1,,2,52,1,,2,8,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,899.716.910.420.603
632983,1,2,70,8,48,1,,2,20,3,,2,4,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,377.881.102.376.653
633012,1,3,70,8,50,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,6,,,,52,899.716.910.420.603
633022,1,2,70,8,40,2,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,2,1,55,56,9301,93,52,899.716.910.420.603
633042,1,2,70,104,40,2,,2,60,2,,9,1,,,,,,,,,,1,,2,,2,2,1,32,32,7512,75,52,972.233.463.586.121
633044,1,2,70,52,40,3,,2,104,4,,1,8,,,,,,,,,,1,,2,,2,2,1,54,62,118,1,52,972.233.463.586.121
633047,1,3,70,26,40,1,,2,104,4,,9,9,CARTA DE VINCULADO,,,,,,,,,1,,2,,2,2,1,45,39,7512,75,52,972.233.463.586.121
633050,1,5,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,972.233.463.586.121
633054,1,2,70,104,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,408.338.054.706.171
633055,1,2,70,36,40,3,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,61,125,1,52,972.233.463.586.121
633068,1,1,70,4,40,4,,2,4,4,,1,1,,,,,,,,1,,,,1,100000,2,2,1,61,61,140,1,52,972.233.463.586.121
633074,1,2,70,52,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,408.338.054.706.171
633081,1,2,70,12,40,3,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,61,118,1,52,408.338.054.706.171
633084,1,2,70,40,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,408.338.054.706.171
633085,1,4,70,26,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,52,408.338.054.706.171
633089,1,4,70,8,40,1,,2,8,1,,5,1,,,,,,,,,,1,,2,,2,2,1,37,37,1594,15,52,972.233.463.586.121
633109,1,2,70,12,40,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,2,1,45,45,5224,52,52,234.396.777.449.889
633150,1,2,70,4,35,4,,2,13,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,140,1,52,972.233.463.586.121
633150,1,4,70,144,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,53,,,,52,972.233.463.586.121
633188,1,5,70,13,35,2,,2,17,1,,2,1,,,,,,,,,,1,,2,,2,2,1,32,53,5521,55,52,972.233.463.586.121
633198,1,1,70,1,30,1,,2,3,4,,1,1,,,,,,,,,,1,,1,120000,2,2,1,53,61,140,1,52,408.338.054.706.171
633533,1,3,70,2,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,73,785.440.540.011.306
633542,1,2,70,12,40,2,,2,12,2,,6,1,,,,,,,,,,1,,2,,2,2,1,59,59,7512,75,73,90.269.932.212.804
633561,1,4,70,8,48,8,,2,8,8,,3,1,,,,,,,,,,1,,2,,2,2,1,62,62,111,1,73,121.476.926.200.568
633589,1,3,70,16,48,1,,2,16,8,,2,1,,,,,1,,,,,,,2,,2,2,1,32,62,111,1,73,10.927.013.369.909
633591,1,3,70,8,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,73,882.571.810.058.365
633628,1,2,70,2,60,8,,2,2,8,,3,4,,,,,,,,,,1,,1,70000,2,2,1,62,62,111,1,73,108.682.619.239.723
633698,1,1,70,4,56,8,,2,4,8,,2,1,,,,,,,,,,1,,1,180000,2,2,1,62,62,140,1,20,175.757.721.697.975
634154,1,1,70,20,24,4,,2,24,4,,1,8,,,,,,,,,,1,,2,,2,2,1,56,56,9301,93,54,861.212.745.353.487
634221,1,1,70,12,48,3,,2,20,3,,3,1,,,,,,,,,,1,,2,,2,2,1,53,53,140,1,54,105.411.975.903.251
634398,1,1,70,4,44,1,,2,12,1,,9,8,,,,,,,,,,1,,2,,2,2,1,59,59,7512,75,54,110.370.991.405.224
634533,1,2,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,17,232.636.808.243.777
634536,1,3,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,33,,,,17,160.222.988.355.215
634539,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,17,222.108.762.695.947
634613,1,1,70,4,48,8,,2,4,8,,2,1,,,,,,,,,,1,,1,350000,2,2,1,62,97,111,1,17,187.354.395.981.157
634649,1,3,70,20,48,1,,2,20,1,,8,2,,,,,,,,,,1,,2,,2,2,1,45,45,1581,15,17,118.543.487.001.249
634651,1,3,70,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,37,,,,17,146.791.087.837.144
634753,1,1,70,2,50,8,,2,2,8,,5,1,,,,,,,,,,1,,1,300000,2,2,1,62,62,113,1,17,190.852.499.272.137
634763,1,4,70,16,50,3,,2,20,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,17,21.747.614.996.343
634968,1,2,70,6,50,1,,2,6,4,,2,7,,,,,,,,,,1,,2,,2,2,1,89,61,115,1,70,195.240.910.595.448
634968,1,3,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,70,195.240.910.595.448
634970,1,2,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,39,,,,70,162.615.168.038.667
634971,1,1,70,1,60,4,,2,1,4,,1,1,,,,,,,,,,1,,1,100000,2,2,1,95,95,4521,45,70,140.573.948.199.717
634973,1,1,70,4,40,4,,2,12,4,,1,3,,,,,,,,,,1,,2,,2,2,1,79,79,1810,18,70,164.919.949.791.051
