DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6,007,591;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1130.6677527
6,007,593;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;996.1452673
6,007,594;1;1;1;80;05;;;;1;4;;1;;4;4;;2;2;;2;;1;11;4;05;1130.6677527
6,007,598;1;2;1;80;05;;;;1;7;;2;;;1;;2;2;;2;;1;11;1.4;05;1533.853757
6,007,600;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1122.243994
6,007,601;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1071.9289544
6,007,603;1;4;1;80;05;1;48;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1137.5329144
6,007,604;1;2;1;80;05;;;;1;1;;2;;;1;;2;2;;2;;1;11;2;05;1121.8404423
6,007,605;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1079.8129521
6,007,606;1;2;1;80;05;;;;1;6;;2;;;11;;2;2;;2;;1;11;1.2;05;1131.8734893
6,007,607;1;2;1;80;05;;;;1;4;;2;;;10;;3;3;;2;;1;11;4;05;1030.0376736
6,007,609;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;05;1062.7729819
6,007,610;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1434.8280476
6,007,610;1;5;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1434.8280476
6,007,612;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1030.0376736
6,007,613;1;6;1;80;05;1;48;908,526;1;6;;2;;;9;;2;2;;2;;1;11;2;05;1313.0993561
6,007,614;1;1;1;80;05;;;;1;4;;2;;;4;;1;1;2;2;;1;11;3;05;1071.6002924
6,007,616;1;3;1;80;05;;;;1;6;;2;;;1;;2;2;;2;;1;11;1.3;05;2108.7938157
6,007,616;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;2108.7938157
6,007,616;1;10;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2108.7938157
6,007,618;1;1;1;80;05;;;;1;1;;2;;;9;;2;2;;2;;1;11;4;05;1053.9456714
6,007,620;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1062.7729819
6,007,621;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;05;1533.853757
6,007,624;1;2;1;80;05;;;;1;9;PANDEMIA;2;;;4;;2;2;;2;;1;11;2;05;1120.4984963
6,007,625;1;2;1;80;05;1;48;908,526;1;6;;1;;1;3;;2;2;;2;;1;11;1.4;05;1129.3258068
6,007,631;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1022.4909893
6,007,631;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1022.4909893
6,007,632;1;1;1;80;05;;;;1;8;;2;;;11;;2;2;;2;;1;11;3;05;1170.8135359
6,007,634;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1476.0533529
6,007,634;1;3;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;05;1476.0533529
6,007,637;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1071.6002924
6,007,638;1;1;1;80;05;1;48;908,526;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1071.6002924
6,007,638;1;2;1;80;05;1;24;600,000;1;3;;1;;4;9;;1;2;;2;;1;11;4;05;1071.6002924
6,007,639;1;1;1;80;05;;;;1;4;;2;;;10;;3;3;;2;;1;11;4;05;954.65753822
6,007,639;1;2;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;954.65753822
6,007,639;1;5;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;954.65753822
6,007,643;1;1;1;80;05;;;;1;6;;2;;;11;;3;3;;2;;1;11;4;05;1022.4909893
6,007,643;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1022.4909893
6,007,644;2;1;2;80;05;;;;2;;;;1;1;2;;2;2;;2;;1;11;;05;1072.7311392
6,007,644;4;1;4;80;05;;;;1;8;;2;;;2;;2;2;;2;;1;11;1.4;05;1072.7311392
6,007,646;1;1;1;80;05;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;05;1015.0056248
6,007,646;1;2;1;80;05;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;05;1015.0056248
6,007,647;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1163.731723
6,007,648;1;1;1;80;05;;;;1;4;;2;;;11;;2;2;;2;;1;11;1.3;05;1130.6677527
6,007,650;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1053.9456714
6,007,652;1;2;1;80;05;1;48;908,526;1;3;;2;;;9;;2;2;;2;;1;11;3;05;1939.1838921
6,007,654;1;5;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;931.26883583
6,007,654;1;6;1;80;05;;;;1;1;;2;;;8;;2;2;;2;;1;11;1.3;05;931.26883583
6,007,654;1;7;1;80;05;;;;1;9;POR LA PANDEMIA DEL COVID 19;2;;;1;;2;2;;2;;1;11;1.4;05;931.26883583
6,007,664;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1123.0461788
6,007,665;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1021.2852528
6,007,665;1;2;1;80;05;;;;1;9;POR LA PANDEMIA DEL COVID 19;2;;;8;;2;2;;2;;1;11;2;05;1021.2852528
6,007,671;1;1;1;80;05;;;;2;;;;1;3;2;;2;2;;2;;1;11;;05;1089.4424474
6,007,671;1;2;1;80;05;;;;2;;;;1;3;2;;2;2;;2;;1;11;;05;1089.4424474
6,007,680;1;2;1;80;05;1;48;908,500;1;8;;2;;;9;;2;2;;2;;1;11;3;05;1079.8129521
6,007,680;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1079.8129521
6,007,683;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;1129.4006964
6,007,684;1;1;1;80;05;;;;1;8;;2;;;1;;2;2;;2;;1;11;2;05;970.43045212
6,007,684;1;3;1;80;05;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;05;970.43045212
6,007,684;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;970.43045212
6,007,685;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1420.1804285
6,007,685;1;5;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1420.1804285
6,007,685;1;6;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1420.1804285
6,007,688;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;05;1533.853757
6,007,690;1;2;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;2163.1168994
6,007,690;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;2163.1168994
6,007,693;1;1;1;80;05;1;48;908,526;1;5;;1;;1;10;;3;3;;2;;1;11;2;05;1071.6002924
6,007,694;1;2;1;80;05;;;;1;8;;2;;;1;;2;2;;2;;1;11;1.1;05;1131.0713044
6,007,697;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;05;1071.6002924
6,007,698;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1013.7998883
6,007,698;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1013.7998883
6,007,698;1;3;1;80;05;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;05;1013.7998883
6,007,699;1;2;1;80;05;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;05;914.63241734
6,007,699;1;3;1;80;05;;;;1;7;;2;;;9;;2;2;;2;;1;11;4;05;914.63241734
6,007,699;1;6;1;80;05;2;;900,000;2;;;;2;;;.;2;2;;2;;1;11;;05;914.63241734
6,007,699;1;8;1;80;05;;;;1;4;;2;;;11;;2;2;;2;;1;11;4;05;914.63241734
6,007,700;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2163.1168994
6,007,700;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;2163.1168994
6,007,703;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1130.6677527
6,007,704;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1038.325223
6,007,706;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1129.4006964
6,007,707;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1484.3409023
6,007,711;1;1;1;80;05;2;;908,526;1;5;;2;;;9;;3;3;;2;;1;11;3;05;1072.8673486
6,007,711;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1072.8673486
6,007,713;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1129.3258068
6,007,716;1;2;1;80;05;;;;1;4;;2;;;9;;2;2;;2;;1;11;4;05;1062.7729819
6,007,719;1;1;1;80;05;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;05;1129.4006964
6,007,722;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1055.6162794
6,007,722;1;4;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1055.6162794
6,007,724;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1066.1890875
6,007,724;1;4;1;80;05;2;;908,526;1;4;;2;;;4;;2;2;;2;;1;11;1.3;05;1066.1890875
6,007,725;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1088.6402625
6,007,726;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;05;1129.3258068
6,007,727;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1592.3759042
6,007,734;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1071.5254027
6,007,735;1;2;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1071.6002924
6,007,736;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.4;05;1931.2998945
6,007,736;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1931.2998945
6,007,737;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1015.0056248
6,007,737;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;05;1015.0056248
6,007,737;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1015.0056248
6,007,739;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;05;1248.9177837
6,007,741;1;1;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;11;4;05;1130.6677527
6,007,742;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1072.8673486
6,007,742;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1072.8673486
6,007,743;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1130.6677527
6,007,747;1;3;1;80;05;1;24;908,526;2;;;;2;;;.;2;2;;2;;1;11;;05;1072.7311392
6,007,748;1;2;1;80;05;;;;1;1;;2;;;8;;2;2;;2;;1;11;4;05;971.77239807
6,007,748;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;971.77239807
6,007,749;1;1;1;80;05;;;;2;;;;1;4;10;;2;3;;2;;1;11;;05;1130.6677527
6,007,752;1;1;1;80;05;2;;1,800,000;1;3;;2;;;9;;1;2;;2;;1;11;4;05;1147.1624098
6,007,752;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1147.1624098
6,007,754;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1122.243994
6,007,758;1;1;1;80;05;;;;1;7;;2;;;1;;2;2;;2;;1;11;3;05;1071.6002924
6,007,760;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1064.5184795
6,007,761;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1147.1624098
6,007,762;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;945.83022774
6,007,762;1;5;1;80;05;;;;1;2;;2;;;11;;2;2;;2;;1;11;4;05;945.83022774
6,007,763;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1072.3275875
6,007,767;1;1;1;80;05;;;;1;3;;2;;;11;;2;2;;2;;1;11;3;05;1071.6002924
6,007,767;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1071.6002924
6,007,768;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1129.4006964
6,007,772;1;3;1;80;05;;;;1;7;;2;;;11;;2;2;;2;;1;11;4;05;1114.7586294
6,007,773;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1071.6002924
6,007,774;1;2;1;80;05;1;48;908,526;1;7;;2;;;9;;2;2;;2;;1;11;2;05;1187.847954
6,007,777;1;2;1;80;05;2;;908,526;1;6;;2;;;9;;2;2;;2;;1;11;2;05;1138.3350993
6,007,777;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1138.3350993
6,007,779;1;1;1;80;05;2;;908,526;1;4;;2;;;4;;2;2;;1;600,000;1;11;1.2;05;1071.6002924
6,007,779;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;05;1071.6002924
6,007,781;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1585.2940914
6,007,781;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1585.2940914
6,007,783;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1071.6002924
6,007,783;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1071.6002924
6,007,784;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;1122.243994
6,007,784;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1122.243994
6,007,786;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.2;05;1129.3258068
6,007,787;1;1;1;80;05;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;05;963.4848487
6,007,787;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;963.4848487
6,007,789;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1005.5581115
6,007,789;1;7;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1005.5581115
6,007,794;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1021.2852528
6,007,795;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1064.5184795
6,007,795;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1064.5184795
6,007,795;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1064.5184795
6,007,796;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;05;996.1452673
6,007,796;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;996.1452673
6,007,796;1;4;1;80;05;;;;1;6;;2;;;8;;2;2;;2;;1;11;4;05;996.1452673
6,007,797;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1005.3761295
6,007,801;1;3;1;80;05;2;;908,526;2;;;;2;;;.;2;2;;2;;1;11;;05;1062.7729819
6,007,807;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1062.7729819
6,007,807;1;2;1;80;05;;;;1;8;;2;;;5;;2;2;;2;;1;11;1.3;05;1062.7729819
6,007,809;1;2;1;80;05;;;;1;6;;2;;;9;;2;2;;2;;1;11;1.3;05;1187.847954
6,007,815;1;2;1;80;05;;;;1;6;;2;;;1;;2;2;;2;;1;11;2;05;1129.3258068
6,007,816;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;989.61455309
6,007,816;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;989.61455309
6,007,817;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1079.8129521
6,007,820;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1129.4006964
6,007,823;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1138.9553021
6,007,824;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1072.8673486
6,007,825;1;2;1;80;05;2;;2,000,000;1;9;MOTIVOS LEGALES DE MIGRACION;2;;;12;POR NO ENTRAR A ILEGALIDAD;2;2;;2;;1;11;3;05;1072.7311392
6,007,825;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1072.7311392
6,007,828;1;1;1;80;05;;;;1;3;;2;;;1;;2;2;;2;;1;11;3;05;1064.9220312
6,007,828;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1064.9220312
6,007,828;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1064.9220312
6,007,829;1;4;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1130.8497347
6,007,830;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1071.6002924
6,007,830;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1071.6002924
6,007,831;1;2;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;11;4;05;1072.8673486
6,007,833;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1122.243994
6,007,833;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1122.243994
6,007,834;1;1;1;80;05;;;;1;5;;2;;;9;;3;3;;2;;1;11;4;05;973.03945436
6,007,834;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;973.03945436
6,007,834;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;973.03945436
6,007,836;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1526.7719442
6,007,837;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;2005.913147
6,007,838;1;2;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1493.1682128
6,007,839;1;1;1;80;05;1;48;1,200,000;1;1;;2;;;8;;1;1;2;2;;1;11;4;05;1129.4006964
6,007,840;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;1071.6002924
6,007,840;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1071.6002924
6,007,841;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1130.6677527
6,007,845;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1130.6677527
6,007,849;1;2;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1013.7998883
6,007,849;1;3;1;80;05;;;;1;8;;2;;;8;;2;2;;2;;1;11;4;05;1013.7998883
6,007,852;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1526.7719442
6,007,854;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1023.2182845
6,007,855;1;2;1;80;05;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;05;1071.6002924
6,007,859;1;1;1;80;05;1;48;908,526;1;1;;2;;;1;;2;2;;1;150,000;1;11;1.1;05;1021.2852528
6,007,859;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1021.2852528
6,007,861;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;1080.3527132
6,007,861;1;2;1;80;05;1;48;908,526;1;8;;1;;1;2;;2;2;;2;;1;11;1.4;05;1080.3527132
6,007,863;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;997.41232359
6,007,873;1;1;1;80;05;1;24;600,000;1;3;;2;;;9;;2;2;;2;;1;11;2;05;1601.3851967
6,007,873;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1601.3851967
6,007,875;1;2;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1073.6744521
6,007,875;1;3;1;80;05;;;;1;1;;2;;;9;;2;2;;2;;1;11;4;05;1073.6744521
6,007,875;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1073.6744521
6,007,877;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1526.7719442
6,007,879;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;05;1187.847954
6,007,883;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1418.1916291
6,007,883;1;2;1;80;05;;;;1;8;;2;;;8;;2;2;;2;;1;11;4;05;1418.1916291
6,007,883;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1418.1916291
6,007,887;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1057.4366667
6,007,895;1;1;1;80;05;;;;1;1;;2;;;8;;2;2;;2;;1;11;3;05;1071.6002924
6,007,895;1;2;1;80;05;;;;1;8;;2;;;9;;2;2;;2;;1;11;2;05;1071.6002924
6,007,896;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1006.6431858
6,007,896;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1006.6431858
6,007,896;1;5;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1006.6431858
6,007,898;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1121.8404423
6,007,898;1;2;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.2;05;1121.8404423
6,007,899;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1484.3409023
6,007,901;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1073.2709003
6,007,905;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;05;921.45735851
6,007,905;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;921.45735851
6,007,911;1;1;1;80;05;;;;1;4;;2;;;4;;3;3;;2;;1;11;4;05;1013.1852375
6,007,911;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1013.1852375
6,007,912;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1138.3350993
6,007,914;1;1;1;80;05;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;05;1080.3527132
6,007,916;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1171.9388307
6,007,930;1;2;1;80;05;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;05;1593.0976474
6,007,932;1;1;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;11;1.4;05;1130.6677527
6,007,933;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;05;1005.3761295
6,007,933;1;2;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1005.3761295
6,007,934;1;2;1;80;05;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;3;05;1247.172286
6,007,938;1;4;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1023.9400276
6,007,939;1;2;1;80;05;2;;908,526;1;4;;2;;;4;;2;2;;2;;1;11;3;05;1542.0608647
6,007,941;1;2;1;80;05;1;24;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1475.5080398
6,007,943;1;1;1;80;05;;;;1;9;POR LA PANDEMIA DEL COVID 19;2;;;8;;3;3;;2;;1;11;2;05;1129.5022367
6,007,946;1;2;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;05;1079.8074
6,007,947;1;2;1;80;05;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;05;1029.5728022
6,007,947;1;3;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1029.5728022
6,007,948;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1021.2852528
6,007,950;1;2;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1088.6402625
6,007,952;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1073.2709003
6,007,955;1;1;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;11;4;05;1053.9456714
6,007,955;1;2;1;80;05;;;;1;1;;2;;;9;;2;2;;2;;1;11;4;05;1053.9456714
6,007,957;1;1;1;80;05;;;;1;4;;1;;4;8;;2;2;;2;;1;11;4;05;1121.8404423
6,007,959;1;1;1;80;05;;;;1;5;;1;;1;4;;3;3;;2;;1;11;4;05;1130.6677527
6,007,961;1;1;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1028.7706173
6,007,961;1;3;1;80;05;1;48;908,526;1;1;;2;;;11;;2;2;;1;908,526;1;11;1.1;05;1028.7706173
6,007,963;1;1;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1113.0131318
6,007,965;1;1;1;80;05;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;05;1005.3761295
6,007,965;1;2;1;80;05;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;05;1005.3761295
6,007,965;1;5;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1005.3761295
6,007,966;1;1;1;80;05;;;;1;5;;2;;;11;;3;3;;2;;1;11;4;05;1071.6002924
6,007,969;1;3;1;80;05;;;;2;;;;2;;;.;;;;2;;1;11;;05;1029.4979125
6,007,969;1;4;1;80;05;;;;2;;;;2;;;.;2;2;;2;;1;11;;05;1029.4979125
6,007,971;1;1;1;80;11;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;11;2690.9442506
